smiles
OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CC1CCS(=O)(=O)C1
CCCCCCCNC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1
CC(C)C(NS(=O)(=O)c1ccccc1[N+]([O-])=O)C(O)=O
COc1ccc(OCC(=O)NC(Cc2c[nH]c3ccccc23)C(O)=O)cc1
CSc1ccc(cc1)-c1ccc(=O)n(CC(=O)N[C@@H](CC(C)C)C(O)=O)n1
c1coc(c1)-c1ccnc2nncn12
CC(C)C(NS(=O)(=O)c1cc2[nH]c(=O)[nH]c2cc1C)C(O)=O
c1csc(c1)-c1ncc2ccccn12
CC(C)[C@H](NC(=O)NCCc1c[nH]c2ccccc12)C(O)=O
CCOC(CN(C)C)OCC1=CC=CC=C1
CC[C@@H](C)[C@H](NS(=O)(=O)c1ccc(NC(C)=O)cc1)C(O)=O
COc1ccc2c(C)c(CCC(=O)NC(Cc3c[nH]c4ccccc34)C(O)=O)c(=O)oc2c1C
C[C@H](NC(=O)N1CCN(CC1)C(=O)CCCc1c[nH]c2ccccc12)C(O)=O
CCOC(=O)C1C(NC(=S)NC1(O)C(F)(F)F)c1cccc(Oc2ccccc2)c1
[O-][N+](=O)C1=CC=C(NC(=O)NCCCl)C=C1
CC[C@H](C)[C@H](N1Cc2ccccc2C1=O)C(O)=O
CC(C)[C@H](NC(=O)CCCn1nnc2ccccc2c1=O)C(O)=O
O\N=C\c1c(Sc2ccc(Cl)cc2)nc2ccccn2c1=O
Cc1cc(OCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(O)=O)c2c3CCCCc3c(=O)oc2c1
O=C(C[C@@H]1NC(=O)N(CCc2c[nH]c3ccccc23)C1=O)NC1CCCC1
C[C@H](NS(=O)(=O)c1ccccc1)C(O)=O
CC(C)C(NS(=O)(=O)c1ccc2NC(=O)c3cccc1c23)C(O)=O
CC(C)C(NS(=O)(=O)c1cc(C)ccc1C)C(O)=O
CC(=O)NCC(NC(C)=O)C(COC(C)=O)OC(C)=O
CCOC(=O)C(\C#N)=C1/C(=O)NC2=CC=CC=C12
Nc1nc(cs1)-c1cccs1
CC(NS(=O)(=O)c1ccc(Oc2ccccc2Cl)cc1)C(O)=O
CN(C)C(C1=NC2=C(N1)C=CC(C)=C2)C1=CC=CC=C1
CCCCCCCN(CCCCCCC)CC(O)C1=CC2=C(C=CN=C2)C2=C1C=CC(=C2)C(F)(F)F
CNC(CCCNS(=O)(=O)C1=CC=C(C)C=C1)C(O)=O
CC[C@@H](C)[C@H](NC(=O)COc1ccc2C(=O)CC3(CCN(CC3)C(C)=O)Oc2c1)C(O)=O
C[C@@H]1C2NCC(C)CC2OC11CCC2C3CC=C4CC(O)CCC4(C)C3C(=O)C2=C1C
[O-][N+](=O)C1=CC=C(O1)\C=C\C1=NC=CC=N1
[O-][N+](=O)C1=CC=C(O1)\C=C\C1=NC=CC=N1
COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(Cl)cc1-n1cnnn1
OC(=O)COC1=CC=CC(=C1)N(CCCl)CCCl
OCCN(CCO)CC1=CC=CC(OCC(=O)NC2=CC=CC(=C2)[N+]([O-])=O)=C1
CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
O=C(CNC(=O)N1CCc2c(C1)[nH]c1ccccc21)NCCc1c[nH]c2ccccc12
CC1(C)OCC(O1)C(NCC1=CC=CC=C1)C#N
CC1CCN(CC1)C(=O)CCCNS(=O)(=O)c1ccc(C)cc1
NC(=O)C1CCN(CC1)C(=O)CCn1nnc2ccccc2c1=O
OC(=O)[C@H](NC(=O)Cn1nnc2ccccc2c1=O)c1ccc(O)cc1
CCOC(=O)C(C#N)C1C(=O)N(C)C2=CC=CC=C12
COC(C1=NC2=C(C=CC=C2)N1C)C1=CC=CC=C1
COc1ccc(NS(=O)(=O)CCC(O)=O)cc1
OCC1(OC2OC(CBr)C(O)C(O)C2O)OC(CBr)C(O)C1O
COc1ccccc1CN1C(=O)N[C@@H](CC(=O)NCCc2c[nH]c3ccccc23)C1=O
CC[C@@H](C)[C@H](NC(=O)CNS(=O)(=O)c1ccc(Cl)cc1)C(O)=O
S=C1NN=CN1CC1=CC=CC=C1
CC[C@@H](C)[C@H](NS(=O)(=O)c1ccc(F)cc1)C(O)=O
CSCC[C@H](NS(=O)(=O)c1ccc(NC(C)=O)cc1)C(O)=O
CC(C(=O)NC1=CC=CC=C1)[C@]1(O)CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
O=S(=O)(NC1CCCCC1Sc1ccccn1)c1ccccc1
CCCCCCCCCCCCCCC\C=C\C(O)C(CO)NC(C)=O
CC1=CC=C(C=C1)S(=O)(=O)NC(CN)C(O)=O
CCOC(=O)C1=CNC2=C(Cl)C=CC(C)=C2C1=O
OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)Cn1ccc2c(Br)cccc12
CCOC(=O)C1=CC(=O)C2=CC(C)=CC=C2N1
COc1ccc(cc1)S(=O)(=O)N[C@@H](CC(C)C)C(O)=O
